1,you,Вы
2,I,я
3,to,к
4,the,"этот, эти"
6,and,и
7,that,это
9,of,из
10,me,мне
13,in,в
14,this,это
17,for,для
18,no,не
19,have,иметь
20,my,мой
22,just,только
23,not,нет
24,do,делать
25,be,быть
26,on,на
27,your,ваш
28,was,был
29,we,мы
31,with,с
33,but,но
34,all,все
35,well,хорошо
37,he,он
39,about,о чем-то
40,right,право
42,get,получать
43,here,здесь
44,out,вне
46,like,как
47,yeah,да
48,if,если
49,her,её
50,she,она
51,can,может
52,up,вверх
53,want,хотеть
56,now,теперь
57,go,направляться
58,him,его
62,there,там
63,one,один
65,why,почему
66,see,смотреть
67,come,"приезжать, приходить"
68,good,хороший
69,they,они
70,really,действительно
74,when,когда
78,back,назад
81,tell,рассказывать
83,from,от
85,were,были
89,yes,да
90,his,его
92,or,или
94,who,кто
95,because,потому что
96,some,немного
98,then,тогда
99,say,сказать
101,take,взять
102,an,какой-то из
103,way,путь
104,us,нас
105,little,немного
106,make,изготавливать
109,never,никогда
111,too,также
112,love,любовь
115,sure,уверенный
117,more,больше
118,over,пере….
119,our,наш
120,sorry,сожалеть
121,where,где
123,let,позволить
126,maybe,возможно
127,down,вниз
128,man,мужчина
131,very,очень
132,by,у
135,anything,"что-нибудь, ничего"
137,much,очень
138,any,любой
139,life,жизнь
140,even,даже
141,off,прочь
142,please,пожалуйста (в просьбе)
144,thank,благодарность
145,give,дать
146,only,только
148,help,помощь
149,two,два
150,talk,разговор
151,people,люди
152,God,Бог
153,still,все еще
154,wait,ждать
155,into,внутрь
156,find,найти
158,again,снова
159,thing,вещи
162,call,звонить
163,told,рассказал
164,great,большой
165,before,прежде
166,better,лучше
167,ever,когда-либо
168,night,ночь
169,than,чем
170,away,далеко
171,first,первый
172,believe,верить
173,other,другое
178,fine,прекрасный
179,home,дом
180,after,после
181,last,последний
182,these,эти
184,keep,держать
186,put,поместить
187,around,вокруг
188,stop,остановиться
191,guy,парень
192,long,длинный
194,always,всегда
195,listen,прослушать
200,those,те
201,big,большой
202,lot,партия
203,happened,произошло
204,thanks,спасибо
207,kind,"вид, сорт"
208,wrong,неправильно
209,through,через
212,new,новый
214,guess,предположение
216,care,забота
217,bad,плохо
218,mom,мама
219,remember,помнить
222,together,вместе
223,dad,папа
224,leave,покидать
225,mother,мать
226,place,место
227,understand,понять
229,actually,фактически
230,hear,услышать
231,baby,младенец
232,nice,милый
233,father,отец
234,else,еще
235,stay,пребывать
238,their,их
239,course,курс
240,might,мог бы
241,mind,ум
242,every,каждый
243,enough,достаточно
244,try,попробовать
245,hell,ад
246,came,прибыл
247,someone,кто-то
249,own,собственный
250,family,семья
251,whole,целый
252,another,другой
253,house,дом
255,yourself,ты сам
256,idea,идея
257,ask,спросить
258,best,лучше всего
259,must,должен
261,old,старый
263,woman,женщина
264,hello,привет
265,which,который
267,room,комната
268,money,деньги
269,left,покинул
271,tonight,сегодня вечером
272,real,реальный
273,son,сын
274,hope,надежда
275,name,имя
276,same,то же самое
280,happy,счастливый
281,pretty,"симпатичный, довольно"
283,girl,девочка
284,sir,сэр
285,show,показ
287,already,уже
289,may,можно
290,next,затем
291,three,три
295,found,нашел
296,world,мир
299,heard,слышал
300,honey,мед
301,matter,предмет обсуждения
302,myself,я сам
304,exactly,точно
307,probably,вероятно
310,hurt,ушиблять
312,both,оба
313,while,в то время как
314,dead,мертвый
316,alone,одинокий
317,since,с тех пор
318,excuse,извиненять
319,start,старт
320,kill,убить
321,hard,трудно
323,today,сегодня
324,car,автомобиль
325,ready,готовый
326,until,до
327,without,без
328,whatever,хоть что-нибудь
334,deal,сделка
335,took,взял
336,once,однажды
341,friend,друг
342,head,голова
343,stuff,"материал, вещи"
344,most,дожен
345,used,используемый
346,worry,беспокойство
347,second,секунда
348,part,часть
350,truth,правда
351,school,школа
352,face,лицо
353,forget,забыть
354,TRUE,верный
355,business,бизнес
356,each,каждый
357,cause,причина
358,soon,скоро
362,wife,жена
364,use,использовать
365,chance,шанс
366,run,бегать
367,move,двигать
368,anyone,любой
369,person,личность
370,bye,пока
372,somebody,кто - то
374,heart,сердце
375,such,такой
377,married,"женатый, замужняя"
378,point,пункт
379,later,позже
381,meet,встретиться
382,anyway,так или иначе
384,phone,телефон
385,reason,причина
386,damn,проклятый
387,lost,потерянный
388,look,смотреть
389,bring,принести
390,case,случай
391,turn,поворот
392,wish,желание
393,tomorrow,завтра
395,trust,доверие
396,check,проверят
398,end,конец
399,late,поздно
400,anymore,ничего больше
401,five,пять
402,least,меньше всего
403,town,город
407,year,год
408,makes,делает
410,mean,подразумевать
411,brother,брат
412,play,игра
413,hate,ненавидеть
414,ago,назад
416,beautiful,красивая
418,fact,факт
419,crazy,сумасшедший
420,party,вечеринка
421,sit,сидеть
422,open,открытый
423,afraid,испуганный
424,between,между
425,important,важный
426,rest,отдых
427,fun,забава
428,kid,ребенок
431,glad,рад
432,everyone,каждый
433,day,день
434,sister,сестра
435,minute,минута
436,everybody,каждый
437,bit,кусочек
438,couple,пара
440,either,также
443,daughter,дочь
447,under,под
448,break,разрыв
449,promise,обещание
450,door,дверь
451,set,набор
452,close,близко
454,easy,легкий
456,doctor,доктор
458,far,далеко
459,walk,прогулка
460,need,"нуждаться, нужно"
461,trouble,проблема
462,mine,мой
463,though,хотя
464,time,время
465,different,различный
466,killed,убитый
467,hospital,больница
468,anybody,любой
470,alright,хорошо
471,wedding,свадьба
472,shut,закрытый
473,able,способный
474,die,умереть
475,perfect,прекрасный
476,police,полиция
477,stand,стоять
479,hit,ударять
480,story,история
484,dinner,обед
485,against,против
486,funny,забавный
487,husband,муж
488,almost,почти
489,stupid,глупый
490,pay,плата
491,answer,ответ
492,four,четыре
493,office,офис
494,cool,прохладный
495,eyes,глаза
496,news,новости
497,child,ребенок
499,half,половина
501,yours,Ваши
502,moment,момент
503,sleep,спать
507,young,молодой
508,men,мужчины
510,sonny,сынок
511,lucky,удачливый
512,pick,выбор
513,sometimes,иногда
514,them,их
515,bed,кровать
516,also,также
517,date,дата
518,line,линия
521,lose,терять
522,fire,огонь
523,free,свободный
524,hand,руки
525,serious,серьезный
527,shit,дерьмо
528,behind,позади
529,inside,внутри
530,high,высоко
531,ahead,вперед
533,wonderful,замечательный
535,fight,борьба
536,past,мимо
537,cut,сокращение
538,quite,весьма
539,number,число
541,sick,больной
544,game,игра
545,eat,поесть
546,nobody,никто
548,death,смерть
549,along,вперед
550,save,спасти
552,finally,наконец
554,worried,взволнованный
555,upset,расстройство
560,book,книга
562,seem,казаться
564,safe,сейф
566,children,дети
569,front,фронт
570,shot,выстрел
571,loved,любимый
574,clear,ясный
576,hot,горячий
578,six,шесть
580,drink,напиток
581,absolutely,абсолютно
582,how,как
583,daddy,папа
584,sweet,конфета
585,alive,живой
587,sense,смысл
588,meant,предназначенный
589,happen,случается
591,special,особенный
592,bet,ставка
593,blood,кровь
596,lie,лгать
597,full,полный
598,meeting,встреча
599,dear,дорогой
600,coffee,кофе
602,sound,звук
603,fault,ошибка
604,water,вода
605,fuck,трахнуться
606,ten,десять
607,women,женщины
609,welcome,приветствовать
610,buy,покупка
612,hour,час
613,speak,говорить
616,think,думает
617,Christmas,Рождество
618,body,тело
619,order,заказ
620,outside,снаружи
621,hang,висеть
622,possible,возможный
623,worse,хуже
624,company,компания
625,mistake,ошибка
627,handle,ручка
628,spend,потратить
630,totally,полностью
632,control,контроль
634,marriage,брак
635,realize,понять
637,power,власть
638,president,президент
639,unless,если
640,sex,пол
642,send,послать
645,taken,взятый
647,scared,испуганный
648,picture,картина
652,ass,задница
653,hundred,сотня
654,change,измененный
655,completely,полностью
656,explain,объяснить
658,certainly,конечно
659,sign,знак
660,boy,мальчик
661,relationship,отношения
665,hair,волосы
667,choice,выбор
668,anywhere,где-нибудь
669,secret,тайна
670,future,будущее
671,weird,странно
672,luck,удача
677,known,известный
678,touch,контакт
679,kiss,поцелуй
680,crane,подъемный кран
681,question,вопросы
682,obviously,очевидно
684,pain,боль
686,somewhere,где-нибудь
688,straight,прямо
689,grace,изящество
690,cold,холод
691,white,белый
692,fast,быстро
694,word,слова
696,food,пища
697,none,ни один
698,drive,двигатель
701,work,работать
702,marry,пожениться
703,light,свет
704,test,тест
705,drop,"капать, ронять"
707,frank,откровенный
708,sent,посланный
709,city,город
710,dream,мечта
711,protect,защитить
712,twenty,двадцать
713,class,класс
715,surprise,удивление
717,sweetheart,возлюбленный
718,forever,навсегда
719,poor,плохой
721,mad,безумный
722,except,кроме
723,gun,оружие
724,know,знать
725,dance,танец
726,takes,берет
727,appreciate,ценить
728,especially,особенно
729,situation,ситуация
730,besides,кроме того
731,week,неделя
732,pull,тянуть
733,himself,он сам
735,act,действовать
736,worth,ценность
738,amazing,удивительный
739,top,вершина
740,given,данный
741,expect,ожидать
743,rather,скорее
745,involved,вовлеченный
746,swear,поклясться
747,piece,часть
748,busy,занятый
749,law,закон
751,black,черный
754,movie,кино
756,catch,выгода
758,country,страна
759,less,меньше
760,perhaps,возможно
761,step,шаг
762,fall,падение
764,kept,сохраненный
766,dog,собака
768,win,победа
771,personal,персонал
774,admit,допустить
775,problem,проблема
776,murder,убийство
777,strong,сильный
779,evil,зло
780,definitely,определенно
781,feel,чувство
782,information,информация
783,honest,честный
784,eye,глаз
785,broke,сломался
786,miss,мисс
787,longer,дольше
789,tired,усталый
792,evening,вечер
793,human,человек
796,red,красный
797,entire,весь
798,trip,поездка
801,club,клуб
803,suppose,предположить
804,calm,спокойствие
805,imagine,вообразить
807,fair,ярмарка
808,caught,пойманный
810,blame,вина
811,street,улица
814,apartment,квартира
815,court,суд
816,terrible,ужасный
817,clean,чистый
819,learn,учиться
825,relax,расслабиться
827,million,миллион
828,charity,благотворительность
829,accident,несчастный случай
831,prove,доказать
833,smart,умный
834,message,сообщение
835,missing,без вести пропавшие
837,small,маленький
838,interested,заинтересованный
839,table,стол
841,become,становившийся
843,mouth,рот
844,pregnant,беременная
845,middle,середина
847,ring,кольцо
848,careful,осторожно
849,shall,"вспомогательный глагол, не имеет перевода"
850,dude,житель восточной части США
851,team,команда
852,ride,поездка
853,figure,число
854,wear,носить одежду
855,shoot,стрелять
856,stick,палка
857,ray,луч
858,follow,следовать
860,angry,сердитый
861,instead,вместо
862,buddy,приятель
863,write,написать
865,early,рано
866,angel,ангел
867,nick,прозвище
868,ran,бежал
869,war,война
871,forgive,простить
872,jail,тюрьма
877,lunch,обед
879,eight,восемь
884,thousand,тысяча
886,music,музыка
889,tough,жесткий
890,tape,лента
893,count,счет
894,college,колледж
895,boyfriend,друг
896,proud,гордый
896,behavior,поведение
897,agree,согласиться
898,birthday,день рождения
899,bill,счет
900,seven,семь
903,history,история
904,share,акция
905,offer,предложение
906,hurry,поспешить
908,feet,ноги
909,wonder,удивление
910,simple,простой
911,decision,решение
912,building,построение
913,ones,вспомогательное слово-местоимение
914,finish,конец
914,corinthos,corinthos
915,voice,голос
916,herself,она сама
918,would,бы
919,list,список
921,mess,беспорядок
922,deserve,заслужить
923,evidence,свидетельство
924,cute,симпатичный
926,dress,платье
928,interesting,интересный
929,Jesus,Иисус
931,hotel,гостиница
932,enjoy,наслаждаться
935,quiet,тихий
937,road,дорога
938,eve,канун
940,short,короткий
942,beat,удар
943,sweetie,конфетка
944,mention,упоминание
945,clothe,одеть
948,neither,ни один
950,fix,затруднительное положение
952,respect,уважение
953,spent,потраченный
954,prison,тюрьма
955,attention,внимание
958,near,рядом
959,surprised,удивленный
960,bar,бар
962,pass,проход
964,gift,подарок
967,dark,темный
968,self,сам
970,using,использование
973,helping,помощь
974,bitch,сука
975,normal,нормальный
976,aunt,тетя
976,dollar,доллар
977,lawyer,адвокат
978,apart,обособленно
979,certain,бесспорный
980,plan,план
982,girlfriend,подруга
983,floor,пол
984,whether,ли
985,everything,все
986,present,подарок
987,earth,земля
988,private,частный
990,box,коробка
992,cover,покрытие
993,judge,судья
994,upstairs,наверх
997,sake,польза
998,mommy,мама
999,possibly,возможно
1000,worst,худший
1001,station,станция
1002,acting,действие
1003,accept,принять
1004,blow,удар
1005,strange,странный
1006,saved,спасенный
1008,conversation,беседа
1009,plane,самолет
1010,mama,мама
1011,yesterday,вчера
1012,lied,лгавший
1013,quick,быстрый
1014,lately,в последнее время
1015,stuck,прикрепленный
1016,lovely,прекрасный
1017,security,безопасность
1018,report,сообщение
1020,difference,различие
1021,rid,избавленный
1024,store,магазин
1025,she'd,она бы
1026,bag,сумка
1028,bought,купленный
1029,ball,шар
1030,single,единственный
1032,doubt,сомнение
1033,listening,слушание
1035,walking,ходьба
1036,cops,полицейские
1037,blue,синий
1038,deep,глубоко
1039,dangerous,опасный
1041,park,парк
1042,sleeping,сон
1046,record,отчет
1047,lord,лорд
1049,moved,перемещенный
1050,join,соединение
1051,key,ключ
1052,captain,капитан
1053,card,карта
1054,crime,преступление
1055,gentlemen,господа
1056,willing,согласный
1057,window,окно
1058,return,возвратить
1059,walked,шедший
1060,guilty,виновный
1060,defense,защита
1062,likes,любит
1063,fighting,борьба
1064,difficult,трудный
1065,soul,душа
1066,joke,шутка
1067,service,обслуживание
1067,asa,asa
1068,magic,волшебство
1069,favorite,фаворит
1070,uncle,дядя
1071,promised,обещанный
1072,public,общественность
1073,bother,беспокойство
1074,island,остров
1076,seriously,серьезно
1077,cell,ячейка
1078,lead,лидерство
1079,knowing,знание
1080,broken,сломанный
1081,advice,совет
1082,somehow,так или иначе
1083,paid,заплаченный
1085,losing,потеря
1086,push,толчок
1086,alcazar,крепость
1087,helped,помог
1087,concern,беспокойство
1088,killing,убийство
1089,usually,обычно
1090,earlier,ранее
1091,boss,босс
1093,beginning,начало
1094,liked,любил
1095,innocent,невинный
1096,doc,документ
1097,rules,правила
1099,ed,редактор
1100,summer,лето
1100,re,ре
1101,ex,бывший
1102,cop,полицейский
1103,learned,изученный
1104,thirty,тридцать
1105,risk,риск
1106,letting,разрешение
1108,speaking,разговор
1109,officer,чиновник
1110,ridiculous,смешной
1111,support,поддержка
1111,marah,marah
1112,afternoon,день
